epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss
,0.0001,0,,,,,
0,,60,0.49655866622924805,0.040895238518714905,0.20983672142028809,0.01324525848031044,0.6320343613624573
,0.0001,61,,,,,
1,,121,0.494071900844574,0.0184897743165493,0.1847597062587738,0.016191208735108376,0.38584867119789124
,0.0001,122,,,,,
2,,182,0.4907122850418091,0.0059099080972373486,0.15844973921775818,0.017055373638868332,0.23460419476032257
,0.0001,183,,,,,
3,,243,0.4869024455547333,0.00817655399441719,0.13640165328979492,0.021555127575993538,0.23972231149673462
,0.0001,244,,,,,
4,,304,0.48303988575935364,0.010847628116607666,0.11697211116552353,0.014410996809601784,0.23985938727855682
,0.0001,305,,,,,
5,,365,0.47918543219566345,0.003279373049736023,0.09829612821340561,0.01404593326151371,0.1451357901096344
,0.0001,366,,,,,
6,,426,0.4754748046398163,0.0,0.08210571110248566,0.011611695401370525,0.09371740370988846
,0.0001,427,,,,,
7,,487,0.47199851274490356,0.01612291857600212,0.06699109077453613,0.01022440567612648,0.23844468593597412
,0.0001,488,,,,,
8,,548,0.46880292892456055,0.0017158788396045566,0.05392073839902878,0.007763849105685949,0.0788433700799942
,0.0001,549,,,,,
9,,609,0.4658518433570862,0.0,0.04351372644305229,0.010439797304570675,0.05395352467894554
,0.0001,610,,,,,
